Tweet Date,User,Tweet
2021-12-11 12:38:38+00:00,jjstruthersuk,An inspiring story from the 20th Graduation Ceremony of @MountKenyaUni @SimonNGicharu. We hope and pray that Milly will achieve her dream and become a medical doctor one day @CAREED_UWS @UWS_SBCI @UniWestScotland @PrincipalUWS https://t.co/9BxYofKkBn
2021-12-09 08:45:40+00:00,jjstruthersuk,"I presented a talk at Western Club to fellow members on my long exp researching on Africa. Starting  in Nigeria in 1977, then Ghana and Sierra Leone. More recently in Ethiopia, Kenya,Rwanda and Malawi.  Enjoyed recounting my experiences @EthioEmbassyUK @MountKenyaUni @CAREED_UWS https://t.co/3o70iRuJD3"
2021-12-01 17:59:50+00:00,jjstruthersuk,"My student Kingsley Emeana passed his PhD Viva yesterday with just minor corrections. A high quality thesis on Coffee Price Volatility and Ethiopian Coffee Farmers.Thanks to examiners Profs John Adams and Heather Tarbert. 
Congrats Kingsley @CAREED_UWS @UWS_SBCI @EthioEmbassyUK https://t.co/p0CsMy0RkL"
2021-11-29 17:09:48+00:00,jjstruthersuk,The flyer is out for our 6th Annual CAREED conf which we hope will be a hybrid event @UWS_SBCI @UWS @UWS_PGR @MountKenyaUni @GmiG https://t.co/dzMGQwvZuW
2021-11-11 16:23:10+00:00,jjstruthersuk,"Co-hosted with @ARCapacity at Western Club Glasgow, COP26 side event on partnerships for resilience and adaptation in Africa.Organised by ICpublications. Emphasis on need for  coordination instead of silos approach.Delighted to feature @CAREED_UWS @UniWestScotland @UWS_SBCI https://t.co/p7iWHAdYsg https://t.co/fssL8v6FAL"
2021-11-07 18:30:37+00:00,jjstruthersuk,"Yesterday was a busy day! First, a 5.30am start for the Yunus Social Bus Acad Conf co-hosted by @MountKenyaUni in presence of Nobel Prize Winner Prof Yunus.Then (at 10am) as Moderator with Prof Yunus again at Global Assembly on SB as part of #COP26Glasgow @CAREED_UWS. Interesting https://t.co/dkMynuqiqN"
2021-11-07 17:56:16+00:00,jjstruthersuk,Excellent @MountKenyaUni @SimonNGicharu https://t.co/i9DYjrEygz
2021-11-07 17:54:58+00:00,jjstruthersuk,A memorable day for @MountKenyaUni on the opening of the new Mwai Kibaki Convention Centre at the Thika Main Campus @SimonNGicharu https://t.co/cmIm9tdjsu
2021-11-02 18:22:12+00:00,jjstruthersuk,Delighted to welcome Ambassador Teferi to Glasgow for the #COP26 Summit.Along with the Ethiopian delegation he will be highlighting the positive steps the country has taken to curb the effects of #ClimateChange @EthioAmbUK @EthioEmbassyUK https://t.co/P97XZcyWYw https://t.co/JJTgF91IHB
2021-10-31 18:20:23+00:00,jjstruthersuk,Good to share progress on our @innovateuk funded aquaponics project in Rwanda with @FreyNjord at this webinar @CAREED_UWS @UniWestScotland @UWS_SBCI . https://t.co/WZ0eZgAx7m https://t.co/csTTAuamLP
2021-10-26 18:35:20+00:00,jjstruthersuk,An inspiring webinar last night @UofGlasgow describing its reparative justice programme and their financial help to  support  West Indian students to study at the University @CAREED_UWS  @MountKenyaUni https://t.co/nxIbvQ39rE
2021-10-23 17:16:31+00:00,jjstruthersuk,Looking forward to this webinar next week. Join us to hear about our @innovateuk funded aquaponics project in Rwanda in which @CAREED_UWS and @FreyNjord have been cooperating @UWS @UWS_SBCI https://t.co/Y45CAxhvR1
2021-10-22 19:26:59+00:00,jjstruthersuk,"Congratulation to my Niece, who this week launched a new Ghanaian-made and owned fashion brand. 

AMARGARET – honours Ama’s late mother and is a true testament to the entrepreneurial spirit which is widespread across Ghana and the continent as a whole. 

https://t.co/tBWDhhK9hH https://t.co/4ivKZdrYvQ"
2021-10-07 17:07:17+00:00,jjstruthersuk,This is wonderful news @UofGlasgow.The fifth Nobel laureate in Chemistry to be associated with Univ of Glasgow https://t.co/2R5ivgJONP
2021-10-02 13:22:38+00:00,jjstruthersuk,Delighted to meet Ambassador Teferi in person and to discuss important economic topics inc developments in energy sector in Ethiopia and COP26 conf in Glasgow @EthioAmbUK @EthioEmbassyUK @CAREED_UWS https://t.co/ja70KGjFAT https://t.co/Vk9dKmcgqH
2021-09-29 13:23:56+00:00,jjstruthersuk,"Great to welcome the new @UniWestScotland Chancellor Yekemi Otaru to the University and introduce her to the work we do on Enterprise and Econ Dev in Africa @CAREED_UWS @UWSSBCIBusiness @MountKenyaUni @ResearchUWS @PrincipalUWS.Welcome(Kaabo)
Yekemi!@Yekemi_Otaru https://t.co/4qh6zwXwAS"
2021-09-28 18:13:35+00:00,jjstruthersuk,I was on our Paisley Campus @UniWestScotland today and snapped these lovely trees and benches.Very tranquil setting. Thanks to our wonderful garden staff. @PrincipalUWS @UWSSBCIBusiness https://t.co/vHYlpjCyKF
2021-09-19 19:11:54+00:00,jjstruthersuk,Some of the amazing goals scored by the great Jimmy Greaves. Such skill and speed on the ball. https://t.co/m7vHBzBmRf
2021-09-19 19:03:27+00:00,jjstruthersuk,One of the greatest of  goal scorers. Very sad to hear the news of the passing of the fantastic Jimmy Greaves. A true legend. https://t.co/lLu9BxlSfM
2021-09-11 21:39:52+00:00,jjstruthersuk,And then a rousing rendition of Auld Lang Syne. Music and song bringing all peoples together. https://t.co/imjn3VKSX4
2021-09-11 21:32:51+00:00,jjstruthersuk,Superb from today's Last Night of the Proms 2021. Both the music and the message especially on this day! https://t.co/3HmVH4x4y0
2021-09-11 21:00:45+00:00,jjstruthersuk,I like this. https://t.co/dNdZ42t5tP
2021-09-11 16:32:55+00:00,jjstruthersuk,Incredibly sad and poignant memorial ceremony in the US today to mark the 20th anniversary of the horrific events on 9/11 all those years ago. Our prayers and thoughts continue to be with the victims relatives.
2021-09-03 18:45:32+00:00,jjstruthersuk,Thank you to all who attended the book launch today of our new book Enterprise and Economic Development in Africa published by @EmeraldGlobal. Such a large turnout from chapter authors and colleagues @GmiG @NiallRKenn @CAREED_UWS @UWSSBCIBusiness @MountKenyaUni @UniWestScotland https://t.co/YYdyDEEtJF https://t.co/irVwwAaNYl
2021-08-29 18:07:40+00:00,jjstruthersuk,Our Paisley Campus @UWS was looking splendid a few days ago when I was there inc lovely flower beds and external seating area/cafe. A  credit to all our great staff who have produced such a pleasant environment @UWSSBCIBusiness @PrincipalUWS @CAREED_UWS https://t.co/uRg8YuZre7
2021-08-26 09:44:14+00:00,jjstruthersuk,"It is our 45th wedding anniversary today. 

God's love is at the center of our marriage and we try to apply the wisdom of 1Corr 13: “Love is patient..is kind...Love never fails...” https://t.co/vHyVx9vXEh"
2021-08-20 10:03:39+00:00,jjstruthersuk,Great to see so many graduating today @UWS. Fantastic achievements by all of you despite such a difficult past year @UWSSBCIBusiness @PrincipalUWS https://t.co/C6yBla8rIU
