Tweet Date,User,Tweet
2022-12-01 19:24:25+00:00,justinbieber,long time coming and excited to finally announce https://t.co/dFc8NBoFs0
2022-09-07 01:14:34+00:00,justinbieber,https://t.co/qRY7ltRkV0
2022-07-07 19:33:51+00:00,justinbieber,1 year of preparation 🔥 @FreeFire_NA #GarenaFreeFire #FF5thAnniversary #FFxJB https://t.co/U1YZpwJDrI https://t.co/mZ6pMfozXB
2022-02-16 03:05:25+00:00,justinbieber,"Go for the Gold, Ladies!!!!!! Cannot wait to watch some of the best hockey ever!!! We are so proud of you! @HockeyCanada"
2021-12-30 22:33:21+00:00,justinbieber,The countdown begins… https://t.co/S5qZP92Ziz
2021-12-14 00:14:59+00:00,justinbieber,https://t.co/j7EuZcZqnh
2021-12-13 17:36:05+00:00,justinbieber,https://t.co/DukI6jdeRw
2021-12-13 17:36:04+00:00,justinbieber,LOVE MY FAMILY. 📷: @RoryKramer https://t.co/R3EudJCBDc
2021-12-13 17:33:30+00:00,justinbieber,📷: @RoryKramer https://t.co/dZprzjWhKX
2021-12-13 17:33:29+00:00,justinbieber,📷: @RoryKramer https://t.co/PgZIWI1OFr
2021-12-13 17:30:20+00:00,justinbieber,https://t.co/uelmNcE67n
2021-12-13 17:30:19+00:00,justinbieber,London Town wif my baby Hailey Bieber https://t.co/mL8jjaMo6l
2021-12-06 20:30:00+00:00,justinbieber,“Virgil was here” https://t.co/SbFar4nqu9
2021-12-06 19:32:07+00:00,justinbieber,✨ @jaden https://t.co/oElpGUJB76
2021-12-06 19:26:53+00:00,justinbieber,🐻 @drewhouse https://t.co/NStXwvWiDb
2021-12-04 17:03:57+00:00,justinbieber,Watch me perform at The 23rd Annual A Home for the Holidays at @thegrovela this Sunday at 9:30PM ET/9:00PM PT on @CBS  #Home4Holidays https://t.co/uuudLUW0z8
2021-12-03 16:40:09+00:00,justinbieber,Wandered to LA OUT NOW! @JuiceWorlddd  https://t.co/TNHIAhZZYv https://t.co/Ppy24us7YN
2021-12-02 18:34:45+00:00,justinbieber,https://t.co/xjYehrJ0kx
